Submission,Title,Cited
450,Towards Multimodal Depth Estimation From Light Fields,5
1573,Instance-Aware Dynamic Neural Network Quantization,5
513,Self-Supervised Correlation Mining Network for Person Image Generation,5
1282,Generalizable Human Pose Triangulation,5
286,Video-Text Representation Learning via Differentiable Weak Temporal Alignment,5
293,Enhancing Adversarial Robustness for Deep Metric Learning,5
1937,Compressing Models With Few Samples: Mimicking Then Replacing,5
1035,Multi-Robot Active Mapping via Neural Bipartite Graph Matching,5
1598,Beyond Supervised vs. Unsupervised: Representative Benchmarking and Analysis of Image Representation Learning,5
1270,Learning To Anticipate Future With Dynamic Context Removal,5
1770,DiLiGenT102: A Photometric Stereo Benchmark Dataset With Controlled Shape and Material Variation,5
2001,Synthetic Aperture Imaging With Events and Frames,5
109,SASIC: Stereo Image Compression With Latent Shifts and Stereo Attention,5
1206,Bootstrapping ViTs: Towards Liberating Vision Transformers From Pre-Training,5
723,Learning 3D Object Shape and Layout Without 3D Supervision,5
1066,Context-Aware Sequence Alignment Using 4D Skeletal Augmentation,5
1199,EyePAD++: A Distillation-Based Approach for Joint Eye Authentication and Presentation Attack Detection Using Periocular Images,5
2019,AutoGPart: Intermediate Supervision Search for Generalizable 3D Part Segmentation,5
703,Semi-Weakly-Supervised Learning of Complex Actions From Instructional Task Videos,5
1193,Continual Learning for Visual Search With Backward Consistent Feature Embedding,5
1269,ARCS: Accurate Rotation and Correspondence Search,5
1730,Local Attention Pyramid for Scene Image Generation,5
152,Alleviating Semantics Distortion in Unsupervised Low-Level Image-to-Image Translation via Structure Consistency Constraint,5
641,WALT: Watch and Learn 2D Amodal Representation From Time-Lapse Imagery,5
1544,Interactive Image Synthesis With Panoptic Layout Generation,5
1761,Demystifying the Neural Tangent Kernel From a Practical Perspective: Can It Be Trusted for Neural Architecture Search Without Training?,5
347,Unpaired Cartoon Image Synthesis via Gated Cycle Mapping,5
1287,"GlideNet: Global, Local and Intrinsic Based Dense Embedding NETwork for Multi-Category Attributes Prediction",5
931,GuideFormer: Transformers for Image Guided Depth Completion,5
1432,Hierarchical Nearest Neighbor Graph Embedding for Efficient Dimensionality Reduction,4
1390,Weakly-Supervised Action Transition Learning for Stochastic Human Motion Prediction,4
1037,Focal Length and Object Pose Estimation via Render and Compare,4
697,BCOT: A Markerless High-Precision 3D Object Tracking Benchmark,4
422,Temporal Context Matters: Enhancing Single Image Prediction With Disease Progression Representations,4
1623,"Appearance and Structure Aware Robust Deep Visual Graph Matching: Attack, Defense and Beyond",4
902,Human Trajectory Prediction With Momentary Observation,4
1639,Camera-Conditioned Stable Feature Generation for Isolated Camera Supervised Person Re-IDentification,4
1924,Clean Implicit 3D Structure From Noisy 2D STEM Images,4
817,Egocentric Prediction of Action Target in 3D,4
340,Image Based Reconstruction of Liquids From 2D Surface Detections,4
403,Universal Photometric Stereo Network Using Global Lighting Contexts,4
1870,Open Challenges in Deep Stereo: The Booster Dataset,4
717,LC-FDNet: Learned Lossless Image Compression With Frequency Decomposition Network,4
716,Neural Face Identification in a 2D Wireframe Projection of a Manifold Object,4
1721,AdaSTE: An Adaptive Straight-Through Estimator To Train Binary Neural Networks,4
1868,Neural Global Shutter: Learn To Restore Video From a Rolling Shutter Camera With Global Reset Feature,4
424,IDEA-Net: Dynamic 3D Point Cloud Interpolation via Deep Embedding Alignment,4
1620,Autofocus for Event Cameras,4
432,Performance-Aware Mutual Knowledge Distillation for Improving Neural Architecture Search,4
639,DeepLIIF: An Online Platform for Quantification of Clinical Pathology Slides,4
1764,BodyGAN: General-Purpose Controllable Neural Human Body Generation,4
609,Motion-Adjustable Neural Implicit Video Representation,4
1861,RAMA: A Rapid Multicut Algorithm on GPU,4
1780,VRDFormer: End-to-End Video Visual Relation Detection With Transformers,4
600,Learning To Memorize Feature Hallucination for One-Shot Image Generation,4
1244,Sequential Voting With Relational Box Fields for Active Object Detection,4
1814,Open-Set Text Recognition via Character-Context Decoupling,4
540,Progressive Attention on Multi-Level Dense Difference Maps for Generic Event Boundary Detection,4
528,Audio-Driven Neural Gesture Reenactment With Video Motion Graphs,4
517,Automatic Color Image Stitching Using Quaternion Rank-1 Alignment,4
238,Medial Spectral Coordinates for 3D Shape Analysis,4
855,Faithful Extreme Rescaling via Generative Prior Reciprocated Invertible Representations,4
1515,Industrial Style Transfer With Large-Scale Geometric Warping and Content Preservation,4
2026,Scene Graph Expansion for Semantics-Guided Image Outpainting,4
1030,A Scalable Combinatorial Solver for Elastic Geometrically Consistent 3D Shape Matching,4
1509,PLAD: Learning To Infer Shape Programs With Pseudo-Labels and Approximate Distributions,4
1029,SkinningNet: Two-Stream Graph Convolutional Neural Network for Skinning Prediction of Synthetic Characters,4
130,TransRank: Self-Supervised Video Representation Learning via Ranking-Based Transformation Recognition,4
1497,Estimating Structural Disparities for Face Models,4
1020,Cross-Modal Perceptionist: Can Face Geometry Be Gleaned From Voices?,4
228,The DEVIL Is in the Details: A Diagnostic Evaluation Benchmark for Video Inpainting,4
20,Do Learned Representations Respect Causal Relationships?,4
1152,Compressive Single-Photon 3D Cameras,4
215,The Flag Median and FlagIRLS,4
1076,Learning From Untrimmed Videos: Self-Supervised Video Representation Learning With Hierarchical Consistency,4
19,RIM-Net: Recursive Implicit Fields for Unsupervised Learning of Hierarchical Shape Structures,4
1461,A Conservative Approach for Unbiased Learning on Unknown Biases,4
1118,Self-Supervised Image Representation Learning With Geometric Set Consistency,4
81,Online Learning of Reusable Abstract Models for Object Goal Navigation,4
433,Does Text Attract Attention on E-Commerce Images: A Novel Saliency Prediction Dataset and Method,3
233,FLOAT: Factorized Learning of Object Attributes for Improved Multi-Object Multi-Part Scene Parsing,3
107,R(Det)2: Randomized Decision Routing for Object Detection,3
75,Portrait Eyeglasses and Shadow Removal by Leveraging 3D Synthetic Data,3
449,AziNorm: Exploiting the Radial Symmetry of Point Cloud for Azimuth-Normalized 3D Perception,3
2056,Style-ERD: Responsive and Coherent Online Motion Style Transfer,3
2066,Globetrotter: Connecting Languages by Connecting Images,3
461,Connecting the Complementary-View Videos: Joint Camera Identification and Subject Association,3
463,"Fast, Accurate and Memory-Efficient Partial Permutation Synchronization",3
464,Quantization-Aware Deep Optics for Diffractive Snapshot Hyperspectral Imaging,3
1860,Gated2Gated: Self-Supervised Depth Estimation From Gated Images,3
2023,MNSRNet: Multimodal Transformer Network for 3D Surface Super-Resolution,3
111,Multi-Instance Point Cloud Registration by Efficient Correspondence Clustering,3
127,Learning Soft Estimator of Keypoint Scale and Orientation With Probabilistic Covariant Loss,3
226,UNIST: Unpaired Neural Implicit Shape Translation Network,3
1958,Long-Term Video Frame Interpolation via Feature Propagation,3
268,FastDOG: Fast Discrete Optimization on GPU,3
1411,Split Hierarchical Variational Compression,3
1950,DetectorDetective: Investigating the Effects of Adversarial Examples on Object Detectors,3
1424,"3MASSIV: Multilingual, Multimodal and Multi-Aspect Dataset of Social Media Short Videos",3
1943,Identifying Ambiguous Similarity Conditions via Semantic Matching,3
1923,Real-Time Hyperspectral Imaging in Hardware via Trained Metasurface Encoders,3
321,DisARM: Displacement Aware Relation Module for 3D Detection,3
1360,Layered Depth Refinement With Mask Guidance,3
326,Optimal Correction Cost for Object Detection Evaluation,3
1915,Pushing the Performance Limit of Scene Text Recognizer Without Human Annotation,3
389,OSKDet: Orientation-Sensitive Keypoint Localization for Rotated Object Detection,3
402,Contrastive Dual Gating: Learning Sparse Features With Contrastive Learning,3
131,KeyTr: Keypoint Transporter for 3D Reconstruction of Deformable Objects in Videos,3
470,Bounded Adversarial Attack on Deep Content Features,3
570,RIDDLE: Lidar Data Compression With Range Image Deep Delta Encoding,3
1642,Upright-Net: Learning Upright Orientation for 3D Point Cloud,3
1237,Learning Structured Gaussians To Approximate Deep Ensembles,3
1668,Exploring and Evaluating Image Restoration Potential in Dynamic Scenes,3
1659,INS-Conv: Incremental Sparse Convolution for Online 3D Segmentation,3
846,VisCUIT: Visual Auditor for Bias in CNN Image Classifier,3
851,Robust Egocentric Photo-Realistic Facial Expression Transfer for Virtual Reality,3
1438,Continual Predictive Learning From Videos,3
1224,Deep Stereo Image Compression via Bi-Directional Coding,3
1468,End-to-End Compressed Video Representation Learning for Generic Event Boundary Detection,3
937,Physical Simulation Layer for Accurate 3D Modeling,3
1622,Polymorphic-GAN: Generating Aligned Samples Across Multiple Domains With Learned Morph Maps,3
1602,Escaping Data Scarcity for High-Resolution Heterogeneous Face Hallucination,3
978,GIQE: Generic Image Quality Enhancement via Nth Order Iterative Degradation,3
1584,AR-NeRF: Unsupervised Learning of Depth and Defocus Effects From Natural Images With Aperture Rendering Neural Radiance Fields,3
1202,Camera Pose Estimation Using Implicit Distortion Models,3
1558,ADeLA: Automatic Dense Labeling With Attention for Viewpoint Shift in Semantic Segmentation,3
1038,TO-FLOW: Efficient Continuous Normalizing Flows With Temporal Optimization Adjoint With Moving Speed,3
1555,Continual Stereo Matching of Continuous Driving Scenes With Growing Architecture,3
1543,Paramixer: Parameterizing Mixing Links in Sparse Factors Works Better Than Dot-Product Self-Attention,3
1233,How Good Is Aesthetic Ability of a Fashion Model?,3
808,SpaceEdit: Learning a Unified Editing Space for Open-Domain Image Color Editing,3
1239,Total Variation Optimization Layers for Computer Vision,3
1747,BodyMap: Learning Full-Body Dense Correspondence Map,3
508,Video Shadow Detection via Spatio-Temporal Interpolation Consistency Training,3
1335,Towards Discovering the Effectiveness of Moderately Confident Samples for Semi-Supervised Learning,3
1830,A Simple Episodic Linear Probe Improves Visual Recognition in the Wild,3
533,Unsupervised Vision-Language Parsing: Seamlessly Bridging Visual Scene Graphs With Language Structures via Dependency Relationships,3
1818,Optimizing Elimination Templates by Greedy Parameter Search,3
1796,Channel Balancing for Accurate Quantization of Winograd Convolutions,3
1325,Sound and Visual Representation Learning With Multiple Pretraining Tasks,3
608,Deterministic Point Cloud Registration via Novel Transformation Decomposition,3
1769,Deep Depth From Focus With Differential Focus Volume,3
1751,Improving Segmentation of the Inferior Alveolar Nerve Through Deep Label Propagation,3
1739,SIMBAR: Single Image-Based Scene Relighting for Effective Data Augmentation for Automated Driving Vision Tasks,3
730,3D Shape Variational Autoencoder Latent Disentanglement via Mini-Batch Feature Swapping for Bodies and Faces,3
742,Understanding Uncertainty Maps in Vision With Statistical Testing,3
1703,Stability-Driven Contact Reconstruction From Monocular Color Images,3
764,How Much Does Input Data Type Impact Final Face Model Accuracy?,3
1061,A Differentiable Two-Stage Alignment Scheme for Burst Image Reconstruction With Large Shift,3
1484,BoosterNet: Improving Domain Generalization of Deep Neural Nets Using Culpability-Ranked Features,2
2070,Egocentric Scene Understanding via Multimodal Spatial Rectifier,2
2040,AirObject: A Temporally Evolving Graph Embedding for Object Identification,2
1467,MPC: Multi-View Probabilistic Clustering,2
2063,"RGB-Multispectral Matching: Dataset, Learning Methodology, Evaluation",2
2064,Id-Free Person Similarity Learning,2
1833,Enhancing Classifier Conservativeness and Robustness by Polynomiality,2
1996,Structure-Aware Flow Generation for Human Body Reshaping,2
1611,Learning Robust Image-Based Rendering on Sparse Scene Geometry via Depth Completion,2
1635,Dynamic Kernel Selection for Improved Generalization and Memory Efficiency in Meta-Learning,2
1951,SOMSI: Spherical Novel View Synthesis With Soft Occlusion Multi-Sphere Images,2
1439,Weakly Paired Associative Learning for Sound and Image Representations via Bimodal Associative Memory,2
1843,Bilateral Video Magnification Filter,2
1936,Weakly but Deeply Supervised Occlusion-Reasoned Parametric Road Layouts,2
1684,Equivariance Allows Handling Multiple Nuisance Variables When Analyzing Pooled Neuroimaging Datasets,2
1691,Physically-Guided Disentangled Implicit Rendering for 3D Face Modeling,2
1890,Optimal LED Spectral Multiplexing for NIR2RGB Translation,2
1740,Shape From Thermal Radiation: Passive Ranging Using Multi-Spectral LWIR Measurements,2
1455,Unsupervised Representation Learning for Binary Networks by Joint Classifier Learning,2
2073,Commonality in Natural Images Rescues GANs: Pretraining GANs With Generic and Privacy-Free Synthetic Data,2
993,RADU: Ray-Aligned Depth Update Convolutions for ToF Data Denoising,2
1210,ELSR: Efficient Line Segment Reconstruction With Planes and Points Guidance,2
813,iPLAN: Interactive and Procedural Layout Planning,2
1169,BigDL 2.0: Seamless Scaling of AI Pipelines From Laptops to Distributed Cluster,2
592,Noise Is Also Useful: Negative Correlation-Steered Latent Contrastive Learning,2
689,Generating 3D Bio-Printable Patches Using Wound Segmentation and Reconstruction To Treat Diabetic Foot Ulcers,2
746,A Variational Bayesian Method for Similarity Learning in Non-Rigid Image Registration,2
1330,"Forward Propagation, Backward Regression, and Pose Association for Hand Tracking in the Wild",2
247,Global Sensing and Measurements Reuse for Image Compressed Sensing,2
1049,Primitive3D: 3D Object Dataset Synthesis From Randomly Assembled Primitives,2
1167,Maintaining Reasoning Consistency in Compositional Visual Question Answering,2
683,Exemplar-Based Pattern Synthesis With Implicit Periodic Field Network,2
1285,"SmartPortraits: Depth Powered Handheld Smartphone Dataset of Human Portraits for State Estimation, Reconstruction and Synthesis",2
1217,Generalizing Interactive Backpropagating Refinement for Dense Prediction Networks,2
414,V2C: Visual Voice Cloning,2
134,RAGO: Recurrent Graph Optimizer for Multiple Rotation Averaging,2
1267,Weakly-Supervised Generation and Grounding of Visual Descriptions With Conditional Generative Models,2
818,TemporalUV: Capturing Loose Clothing With Temporally Coherent UV Coordinates,2
395,Coherent Point Drift Revisited for Non-Rigid Shape Matching and Registration,2
368,Scene Consistency Representation Learning for Video Scene Segmentation,2
371,Semi-Supervised Video Semantic Segmentation With Inter-Frame Feature Reconstruction,2
1156,Rethinking Controllable Variational Autoencoders,2
283,C2AM Loss: Chasing a Better Decision Boundary for Long-Tail Object Detection,2
285,Distribution Consistent Neural Architecture Search,2
1387,NOC-REK: Novel Object Captioning With Retrieved Vocabulary From External Knowledge,2
290,Progressive Minimal Path Method With Embedded CNN,2
1054,HairMapper: Removing Hair From Portraits Using GANs,2
787,Bandits for Structure Perturbation-Based Black-Box Attacks To Graph Neural Networks With Theoretical Guarantees,2
771,AlignQ: Alignment Quantization With ADMM-Based Correlation Preservation,2
603,Glass: Geometric Latent Augmentation for Shape Spaces,2
1182,Rethinking Image Cropping: Exploring Diverse Compositions From Global Views,1
521,Finding Badly Drawn Bunnies,1
796,A Unified Model for Line Projections in Catadioptric Cameras With Rotationally Symmetric Mirrors,1
1033,Geometric Structure Preserving Warp for Natural Image Stitching,1
114,CVNet: Contour Vibration Network for Building Extraction,1
1724,Dual Task Learning by Leveraging Both Dense Correspondence and Mis-Correspondence for Robust Change Detection With Imperfect Matches,1
1101,MotionAug: Augmentation With Physical Correction for Human Motion Prediction,1
1091,Neural Recognition of Dashed Curves With Gestalt Law of Continuity,1
1979,SemAffiNet: Semantic-Affine Transformation for Point Cloud Segmentation,1
1997,Practical Learned Lossless JPEG Recompression With Multi-Level Cross-Channel Entropy Model in the DCT Domain,1
853,Propagation Regularizer for Semi-Supervised Learning With Extremely Scarce Labeled Samples,1
498,Cannot See the Forest for the Trees: Aggregating Multiple Viewpoints To Better Classify Objects in Videos,1
1824,Image Animation With Perturbed Masks,1
430,One-Bit Active Query With Contrastive Pairs,1
821,Towards Real-World Navigation With Deep Differentiable Planners,1
160,"Real-Time, Accurate, and Consistent Video Semantic Segmentation via Unsupervised Adaptation and Cross-Unit Deployment on Mobile Device",1
1012,Transformer Based Line Segment Classifier With Image Context for Real-Time Vanishing Point Detection in Manhattan World,1
280,Fixing Malfunctional Objects With Learned Physical Simulation and Functional Prediction,1
1165,Geometry-Aware Guided Loss for Deep Crack Recognition,1
1003,Long-Term Visual Map Sparsification With Heterogeneous GNN,1
1008,Harmony: A Generic Unsupervised Approach for Disentangling Semantic Content From Parameterized Transformations,1
1094,Point Cloud Color Constancy,1
1708,PILC: Practical Image Lossless Compression With an End-to-End GPU Oriented Neural Framework,1
1931,Complex Video Action Reasoning via Learnable Markov Logic Network,1
767,PoseKernelLifter: Metric Lifting of 3D Human Pose Using Sound,1
1186,Data-Free Network Compression via Parametric Non-Uniform Mixed Precision Quantization,1
1917,Towards Low-Cost and Efficient Malaria Detection,1
1683,VisualHow: Multimodal Problem Solving,1
66,Cloning Outfits From Real-World Images to 3D Characters for Generalizable Person Re-Identification,1
1298,Learning Object Context for Novel-View Scene Layout Generation,1
1903,Condensing CNNs With Partial Differential Equations,1
29,3D Moments From Near-Duplicate Photos,1
1905,Improving Robustness Against Stealthy Weight Bit-Flip Attacks by Output Code Matching,1
1422,Deep Hyperspectral-Depth Reconstruction Using Single Color-Dot Projection,1
1748,Weakly-Supervised Metric Learning With Cross-Module Communications for the Classification of Anterior Chamber Angle Images,1
1732,GridShift: A Faster Mode-Seeking Algorithm for Image Segmentation and Object Tracking,1
677,Explore Spatio-Temporal Aggregation for Insubstantial Object Detection: Benchmark Dataset and Baseline,1
253,Learning To Restore 3D Face From In-the-Wild Degraded Images,1
255,Convolutions for Spatial Interaction Modeling,1
1317,Relative Pose From a Calibrated and an Uncalibrated Smartphone Image,1
248,SeeThroughNet: Resurrection of Auxiliary Loss by Preserving Class Probability Information,1
1313,Unseen Classes at a Later Time? No Problem,1
903,FoggyStereo: Stereo Matching With Fog Volume Representation,1
77,Modeling 3D Layout for Group Re-Identification,1
1779,Fisher Information Guidance for Learned Time-of-Flight Imaging,1
1273,Using 3D Topological Connectivity for Ghost Particle Reduction in Flow Reconstruction,1
341,Contextual Outpainting With Object-Level Contrastive Learning,1
681,Scanline Homographies for Rolling-Shutter Plane Absolute Pose,1
1281,NeuralHOFusion: Neural Volumetric Rendering Under Human-Object Interactions,1
1733,Confidence Propagation Cluster: Unleash Full Potential of Object Detectors,1
982,Single-Stage 3D Geometry-Preserving Depth Estimation Model Training on Dataset Mixtures With Uncalibrated Stereo Data,1
1774,GAT-CADNet: Graph Attention Network for Panoptic Symbol Spotting in CAD Drawings,1
1400,Adaptive Hierarchical Representation Learning for Long-Tailed Object Detection,1
812,RendNet: Unified 2D/3D Recognizer With Latent Space Rendering,1
899,Training Object Detectors From Scratch: An Empirical Study in the Era of Vision Transformer,1
1666,Boosting View Synthesis With Residual Transfer,1
1410,Training Quantised Neural Networks With STE Variants: The Additive Noise Annealing Algorithm,0
1113,Merry Go Round: Rotate a Frame and Fool a DNN,0
216,Implicit Feature Decoupling With Depthwise Quantization,0
960,Generating Diverse 3D Reconstructions From a Single Occluded Face Image,0
1100,Multimodal Colored Point Cloud to Image Alignment,0
303,Learning Graph Regularisation for Guided Super-Resolution,0
1386,AxIoU: An Axiomatically Justified Measure for Video Moment Retrieval,0
1563,Learning To Zoom Inside Camera Imaging Pipeline,0
1568,FAM: Visual Explanations for the Feature Representations From Deep Convolutional Networks,0
844,Robust Combination of Distributed Gradients Under Adversarial Perturbations,0
281,Convolution of Convolution: Let Kernels Spatially Collaborate,0
625,ActiveZero: Mixed Domain Learning for Active Stereovision With Zero Annotation,0
529,SoftCollage: A Differentiable Probabilistic Tree Generator for Image Collage,0
1142,Automatic Relation-Aware Graph Network Proliferation,0
241,APES: Articulated Part Extraction From Sprite Sheets,0
314,Programmatic Concept Learning for Human Motion Description and Synthesis,0
1304,Joint Forecasting of Panoptic Segmentations With Difference Attention,0
1872,Self-Supervised Bulk Motion Artifact Removal in Optical Coherence Tomography Angiography,0
97,E2V-SDE: From Asynchronous Events to Fast and Continuous Video Reconstruction via Neural Stochastic Differential Equations,0
2024,Gaussian Process Modeling of Approximate Inference Errors for Variational Autoencoders,0
699,Uniform Subdivision of Omnidirectional Camera Space for Efficient Spherical Stereo Matching,0
477,Improving Video Model Transfer With Dynamic Representation Learning,0
2039,Symmetry-Aware Neural Architecture for Embodied Visual Exploration,0
415,Revisiting AP Loss for Dense Object Detection: Adaptive Ranking Pair Selection,0
552,Clustering Plotted Data by Image Segmentation,0
551,CellTypeGraph: A New Geometric Computer Vision Benchmark,0
446,Deep Decomposition for Stochastic Normal-Abnormal Transport,0
370,Exploiting Explainable Metrics for Augmented SGD,0
480,Chitransformer: Towards Reliable Stereo From Cues,0
859,Learning Video Representations of Human Motion From Synthetic Data,0
1085,Speed Up Object Detection on Gigapixel-Level Images With Patch Arrangement,0
175,UniCoRN: A Unified Conditional Image Repainting Network,0
814,Video Frame Interpolation With Transformer,0
1879,YouMVOS: An Actor-Centric Multi-Shot Video Object Segmentation Dataset,0
1171,Acquiring a Dynamic Light Field Through a Single-Shot Coded Image,0
250,Learning ABCs: Approximate Bijective Correspondence for Isolating Factors of Variation With Weak Supervision,0
308,Maximum Consensus by Weighted Influences of Monotone Boolean Functions,0
443,E-CIR: Event-Enhanced Continuous Intensity Recovery,-1
1394,Language-Bridged Spatial-Temporal Interaction for Referring Video Object Segmentation,-1
440,Rethinking Reconstruction Autoencoder-Based Out-of-Distribution Detection,-1
408,ASM-Loc: Action-Aware Segment Modeling for Weakly-Supervised Temporal Action Localization,-1
1888,Visible-Thermal UAV Tracking: A Large-Scale Benchmark and New Baseline,-1
388,Object-Aware Video-Language Pre-Training for Retrieval,-1
1886,The Devil Is in the Pose: Ambiguity-Free 3D Rotation-Invariant Learning via Pose-Aware Convolution,-1
1885,End-to-End Human-Gaze-Target Detection With Transformers,-1
392,Neural Window Fully-Connected CRFs for Monocular Depth Estimation,-1
394,Uncertainty-Aware Deep Multi-View Photometric Stereo,-1
1881,Sound-Guided Semantic Image Manipulation,-1
396,Unleashing Potential of Unsupervised Pre-Training With Intra-Identity Regularization for Person Re-Identification,-1
1878,AutoLoss-GMS: Searching Generalized Margin-Based Softmax Loss Function for Person Re-Identification,-1
397,Align and Prompt: Video-and-Language Pre-Training With Entity Prompts,-1
398,A Unified Query-Based Paradigm for Point Cloud Understanding,-1
1874,"PoseTrack21: A Dataset for Person Search, Multi-Object Tracking and Multi-Person Pose Tracking",-1
1857,X-Pool: Cross-Modal Language-Video Attention for Text-Video Retrieval,-1
410,Scaling Up Your Kernels to 31x31: Revisiting Large Kernel Design in CNNs,-1
1871,Location-Free Human Pose Estimation,-1
411,End-to-End Multi-Person Pose Estimation With Transformers,-1
413,Neural 3D Scene Reconstruction With the Manhattan-World Assumption,-1
1864,Mask Transfiner for High-Quality Instance Segmentation,-1
1863,DC-SSL: Addressing Mismatched Class Distribution in Semi-Supervised Learning,-1
434,Topologically-Aware Deformation Fields for Single-View 3D Reconstruction,-1
436,Sparse Non-Local CRF,-1
439,EPro-PnP: Generalized End-to-End Probabilistic Perspective-N-Points for Monocular Object Pose Estimation,-1
1859,Towards Weakly-Supervised Text Spotting Using a Multi-Task Transformer,-1
1858,Learning of Global Objective for Network Flow in Multi-Object Tracking,-1
1865,End-to-End Reconstruction-Classification Learning for Face Forgery Detection,-1
499,Learning Canonical F-Correlation Projection for Compact Multiview Representation,-1
1853,Time Lens++: Event-Based Frame Interpolation With Parametric Non-Linear Flow and Multi-Scale Fusion,-1
1800,Ranking-Based Siamese Visual Tracking,-1
581,OW-DETR: Open-World Detection Transformer,-1
580,HDNet: High-Resolution Dual-Domain Learning for Spectral Compressive Imaging,-1
578,Part-Based Pseudo Label Refinement for Unsupervised Person Re-Identification,-1
575,Learning Invisible Markers for Hidden Codes in Offline-to-Online Photography,-1
571,RelTransformer: A Transformer-Based Long-Tail Visual Relationship Recognition,-1
568,Online Convolutional Re-Parameterization,-1
565,Multidimensional Belief Quantification for Label-Efficient Meta-Learning,-1
1792,Pop-Out Motion: 3D-Aware Image Deformation via Learning the Shape Laplacian,-1
563,Fine-Grained Temporal Contrastive Learning for Weakly-Supervised Temporal Action Localization,-1
562,MeMViT: Memory-Augmented Multiscale Vision Transformer for Efficient Long-Term Video Recognition,-1
560,PyMiceTracking: An Open-Source Toolbox for Real-Time Behavioral Neuroscience Experiments,-1
1805,NAN: Noise-Aware NeRFs for Burst-Denoising,-1
559,"Multi-Dimensional, Nuanced and Subjective - Measuring the Perception of Facial Expressions",-1
1807,b-DARTS: Beta-Decay Regularization for Differentiable Architecture Search,-1
587,Text-to-Image Synthesis Based on Object-Guided Joint-Decoding Transformer,-1
1791,Spatio-Temporal Relation Modeling for Few-Shot Action Recognition,-1
556,Back to Reality: Weakly-Supervised 3D Object Detection With Shape-Guided Label Enhancement,-1
602,Open-Vocabulary One-Stage Detection With Hierarchical Visual-Language Knowledge Distillation,-1
1772,Towards Data-Free Model Stealing in a Hard Label Setting,-1
613,Long-Tailed Recognition via Weight Balancing,-1
612,Rethinking Depth Estimation for Multi-View Stereo: A Unified Representation,-1
607,Assembly101: A Large-Scale Multi-View Video Dataset for Understanding Procedural Activities,-1
605,Counterfactual Cycle-Consistent Learning for Instruction Following and Generation in Vision-Language Navigation,-1
1778,Degradation-Agnostic Correspondence From Resolution-Asymmetric Stereo,-1
598,Decoupled Multi-Task Learning With Cyclical Self-Regulation for Face Parsing,-1
589,Unsupervised Vision-and-Language Pre-Training via Retrieval-Based Multi-Granular Alignment,-1
1783,Unbiased Teacher v2: Semi-Supervised Object Detection for Anchor-Free and Anchor-Based Detectors,-1
1784,GPU-Based Homotopy Continuation for Minimal Problems in Computer Vision,-1
1785,Learning Pixel-Level Distinctions for Video Highlight Detection,-1
596,Exploring Structure-Aware Transformer Over Interaction Proposals for Human-Object Interaction Detection,-1
594,Spatially-Adaptive Multilayer Selection for GAN Inversion and Editing,-1
591,PONI: Potential Functions for ObjectGoal Navigation With Interaction-Free Learning,-1
558,EI-CLIP: Entity-Aware Interventional Contrastive Learning for E-Commerce Cross-Modal Retrieval,-1
553,Accelerating Neural Network Optimization Through an Automated Control Theory Lens,-1
453,Multi-Frame Self-Supervised Depth With Transformers,-1
1842,Gradient-SDF: A Semi-Implicit Surface Representation for 3D Reconstruction,-1
1835,OcclusionFusion: Occlusion-Aware Motion Estimation for Real-Time Dynamic 3D Reconstruction,-1
496,Forward Compatible Few-Shot Class-Incremental Learning,-1
493,Non-Generative Generalized Zero-Shot Learning via Task-Correlated Disentanglement and Controllable Samples Synthesis,-1
487,Adaptive Gating for Single-Photon 3D Imaging,-1
1840,XMP-Font: Self-Supervised Cross-Modality Pre-Training for Few-Shot Font Generation,-1
485,A Re-Balancing Strategy for Class-Imbalanced Classification Based on Instance Difficulty,-1
484,Modality-Agnostic Learning for Radar-Lidar Fusion in Vehicle Detection,-1
502,Tencent-MVSE: A Large-Scale Benchmark Dataset for Multi-Modal Video Similarity Evaluation,-1
482,QS-Attn: Query-Selected Attention for Contrastive Learning in I2I Translation,-1
479,Clothes-Changing Person Re-Identification With RGB Modality Only,-1
476,ManiTrans: Entity-Level Text-Guided Image Manipulation via Token-Wise Semantic Alignment and Generation,-1
475,Learning Multi-View Aggregation in the Wild for Large-Scale 3D Semantic Segmentation,-1
469,E2EC: An End-to-End Contour-Based Method for High-Quality High-Speed Instance Segmentation,-1
455,Modeling Motion With Multi-Modal Features for Text-Based Video Segmentation,-1
379,StyleT2I: Toward Compositional and High-Fidelity Text-to-Image Synthesis,-1
506,Mr.BiQ: Post-Training Non-Uniform Quantization Based on Minimizing the Reconstruction Error,-1
550,Spatio-Temporal Gating-Adjacency GCN for Human Motion Prediction,-1
1820,HOP: History-and-Order Aware Pre-Training for Vision-and-Language Navigation,-1
543,MeMOT: Multi-Object Tracking With Memory,-1
1815,Multi-Marginal Contrastive Learning for Multi-Label Subcellular Protein Localization,-1
538,Winoground: Probing Vision and Language Models for Visio-Linguistic Compositionality,-1
1817,"Predict, Prevent, and Evaluate: Disentangled Text-Driven Image Manipulation Empowered by Pre-Trained Vision-Language Model",-1
537,Query and Attention Augmentation for Knowledge-Based Explainable Reasoning,-1
536,A Versatile Multi-View Framework for LiDAR-Based 3D Object Detection With Guidance From Panoptic Segmentation,-1
1821,Inertia-Guided Flow Completion and Style Fusion for Video Inpainting,-1
509,Ranking Distance Calibration for Cross-Domain Few-Shot Learning,-1
